theta,alpha,thetadot,alphadot,alpha_f,torque,voltage,time,dt,n_alpha,n_theta
0.0,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
0.0,-3.141592653589793,0.0,-418.8790204786391,0.0,0.0,0.0,0.0,0.015,nan,nan
0.0,-3.1400586728019073,0.0,0.10425650599634717,0.0015339807878856412,0.0,0.0,0.014713525772094727,0.014713525772094727,nan,nan
0.0,-3.132388768862479,0.0,0.5097272907332859,0.009203884727313847,0.0,0.0,0.02976059913635254,0.015047073364257812,nan,nan
0.0,-3.124718864923051,0.0,0.4843406921523508,0.01687378866674205,0.0,0.0,0.04559636116027832,0.01583576202392578,nan,nan
0.0,-3.115514980195737,0.0,0.5502892366192227,0.0260776733940559,0.0,0.0,0.06232190132141113,0.016725540161132812,nan,nan
0.0,-3.107845076256309,0.0,0.46203873226609515,0.0337475773334841,0.0,0.0,0.07892203330993652,0.01660013198852539,nan,nan
0.0,-3.1017091531047662,0.0,0.41208472000077545,0.039883500485026674,0.0,0.0,0.0938119888305664,0.014889955520629883,nan,nan
0.0,-3.095573229953224,0.0,0.42013038539606196,0.04601942363656923,0.0,0.0,0.10841679573059082,0.014604806900024414,nan,nan
0.0,-3.08636934522591,0.0,0.4244657935645124,0.05522330836388308,0.0,0.0,0.13010025024414062,0.021683454513549805,nan,nan
0.0,-3.0802334220743677,0.0,0.3926811061842043,0.06135923151542565,0.0,0.0,0.14572596549987793,0.015625715255737305,nan,nan
0.0,-3.0756314797107107,0.0,0.2945198172582794,0.06596117387908257,0.0,0.0,0.16135120391845703,0.0156252384185791,nan,nan
0.0,-3.072563518134939,0.0,0.19634954084938272,0.06902913545485385,0.0,0.0,0.17697620391845703,0.015625,nan,nan
0.0,-3.067961575771282,0.0,0.30849055065057546,0.07363107781851078,0.0,0.0,0.1918938159942627,0.014917612075805664,nan,nan
0.0,-3.064893614195511,0.0,0.15316451435597975,0.07669903939428206,0.0,0.0,0.21192431449890137,0.020030498504638672,nan,nan
0.0,-3.0633596334076256,0.0,0.09815529992144366,0.0782330201821677,0.0,0.0,0.2275524139404297,0.01562809944152832,nan,nan
0.0,-3.06182565261974,0.0,0.09817926471476314,0.07976700097005335,0.0,0.0,0.24317669868469238,0.015624284744262695,nan,nan
0.0,-3.06182565261974,0.0,0.0,0.07976700097005335,0.0,0.0,0.2588038444519043,0.015627145767211914,nan,nan
0.0,-3.0633596334076256,0.0,-0.09818226113675319,0.0782330201821677,0.0,0.0,0.2744276523590088,0.015623807907104492,nan,nan
0.0,-3.064893614195511,0.0,-0.09817477042466294,0.07669903939428206,0.0,0.0,0.2900526523590088,0.015625,nan,nan
0.0,-3.066427594983397,0.0,-0.09817776657235287,0.07516505860639641,0.0,0.0,0.3056771755218506,0.015624523162841797,nan,nan
0.0,-3.069495556559168,0.0,-0.1943155372701411,0.07209709703062514,0.0,0.0,0.32146573066711426,0.015788555145263672,nan,nan
0.0,-3.072563518134939,0.0,-0.19631658976159524,0.06902913545485385,0.0,0.0,0.3370933532714844,0.015627622604370117,nan,nan
0.0,-3.077165460498596,0.0,-0.29452431127404566,0.06442719309119693,0.0,0.0,0.3527183532714844,0.015625,nan,nan
0.0,-3.083301383650139,0.0,-0.392699081698737,0.05829126993965436,0.0,0.0,0.3683433532714844,0.015625,nan,nan
0.0,-3.087903326013796,0.0,-0.2945198172582794,0.05368932757599744,0.0,0.0,0.3839685916900635,0.0156252384185791,nan,nan
0.0,-3.094039249165338,0.0,-0.3816178623379138,0.047553404424454875,0.0,0.0,0.40004730224609375,0.016078710556030273,nan,nan
0.0,-3.100175172316881,0.0,-0.419828828538008,0.04141748127291231,0.0,0.0,0.41466259956359863,0.014615297317504883,nan,nan
0.0,-3.107845076256309,0.0,-0.4690106394827184,0.0337475773334841,0.0,0.0,0.4310159683227539,0.016353368759155273,nan,nan
0.0,-3.115514980195737,0.0,-0.4488490452723398,0.0260776733940559,0.0,0.0,0.4481039047241211,0.017087936401367188,nan,nan
0.0,-3.1231848841351653,0.0,-0.4906717016115666,0.018407769454627694,0.0,0.0,0.46373534202575684,0.015631437301635742,nan,nan
0.0,-3.130854788074594,0.0,-0.5104228218951068,0.010737865515199488,0.0,0.0,0.4787619113922119,0.015026569366455078,nan,nan
0.0,-3.138524692014022,0.0,-0.45747879369680233,0.0030679615757712823,0.0,0.0,0.4955275058746338,0.016765594482421875,nan,nan
0.0,3.1369907112261366,0.0,401.467586258588,-0.0046019423636569235,0.0,0.0,0.5111589431762695,0.015631437301635742,nan,nan
0.0,3.1293208072867076,0.0,-0.4908963235738157,-0.01227184630308513,0.0,0.0,0.5267832279205322,0.015624284744262695,nan,nan
0.0,3.1216509033472795,0.0,-0.49090381451442255,-0.019941750242513337,0.0,0.0,0.5424072742462158,0.015624046325683594,nan,nan
0.0,3.115514980195737,0.0,-0.39271106628935465,-0.0260776733940559,0.0,0.0,0.5580317974090576,0.015624523162841797,nan,nan
0.0,3.107845076256309,0.0,-0.49084389338967255,-0.0337475773334841,0.0,0.0,0.573657751083374,0.015625953674316406,nan,nan
0.0,3.1032431338926525,0.0,-0.3246206737916918,-0.03834951969714103,0.0,0.0,0.5878341197967529,0.014176368713378906,nan,nan
0.0,3.0971072107411093,0.0,-0.4154976916081739,-0.044485442848683596,0.0,0.0,0.6026017665863037,0.014767646789550781,nan,nan
0.0,3.0879033260137954,0.0,-0.3454023220803625,-0.05368932757599744,0.0,0.0,0.6292486190795898,0.026646852493286133,nan,nan
