theta,alpha,thetadot,alphadot,alpha_f,torque,voltage,time,dt,n_alpha,n_theta
0.0,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
0.0,-3.141592653589793,0.0,-418.8790204786391,0.0,0.0,0.0,0.0,0.015,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.014179706573486328,0.014179706573486328,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.029484272003173828,0.0153045654296875,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.04632258415222168,0.01683831214904785,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.06199145317077637,0.015668869018554688,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.07697319984436035,0.014981746673583984,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.09126424789428711,0.014291048049926758,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.10640192031860352,0.015137672424316406,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.1291487216949463,0.022746801376342773,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.14482450485229492,0.015675783157348633,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.16052889823913574,0.01570439338684082,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.17615747451782227,0.015628576278686523,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.19178199768066406,0.015624523162841797,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.20778656005859375,0.016004562377929688,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.22377967834472656,0.015993118286132812,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.23940777778625488,0.01562809944152832,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.255033016204834,0.0156252384185791,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.2706577777862549,0.015624761581420898,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.2852039337158203,0.01454615592956543,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.3001885414123535,0.014984607696533203,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.3184244632720947,0.01823592185974121,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.332996129989624,0.014571666717529297,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.34764766693115234,0.01465153694152832,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.3622288703918457,0.01458120346069336,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.38091087341308594,0.018682003021240234,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.396773099899292,0.015862226486206055,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.4124026298522949,0.01562952995300293,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.428027868270874,0.0156252384185791,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.44365358352661133,0.015625715255737305,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.45945048332214355,0.015796899795532227,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.4750838279724121,0.015633344650268555,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.48984861373901367,0.014764785766601562,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.5120596885681152,0.022211074829101562,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.5276861190795898,0.01562643051147461,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.543309211730957,0.015623092651367188,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.562502384185791,0.019193172454833984,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.578956127166748,0.01645374298095703,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.5935695171356201,0.01461338996887207,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.6099209785461426,0.01635146141052246,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.6241722106933594,0.014251232147216797,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.6457171440124512,0.021544933319091797,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.6605074405670166,0.01479029655456543,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.6790604591369629,0.01855301856994629,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.6956381797790527,0.016577720642089844,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.7118299007415771,0.016191720962524414,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.7292540073394775,0.01742410659790039,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.7450487613677979,0.015794754028320312,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.7600479125976562,0.014999151229858398,nan,nan
