theta,alpha,thetadot,alphadot,alpha_f,torque,voltage,time,dt,n_alpha,n_theta
0.0,3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
0.0,-3.141592653589793,0.0,-418.8790204786391,0.0,0.0,0.0,0.0,0.015,nan,nan
0.0,-3.141592653589793,0.0,0.0,0.0,0.0,0.0,0.014043331146240234,0.014043331146240234,nan,nan
0.0,3.1400586728019073,0.0,377.158413400089,-0.0015339807878856412,0.0,0.0,0.030698537826538086,0.01665520668029785,nan,nan
0.0,3.1400586728019073,0.0,0.0,-0.0015339807878856412,0.0,0.0,0.0473787784576416,0.016680240631103516,nan,nan
0.0,3.1385246920140215,0.0,-0.09775116612811566,-0.0030679615757712823,0.0,0.0,0.06307148933410645,0.015692710876464844,nan,nan
0.0,3.1385246920140215,0.0,0.0,-0.0030679615757712823,0.0,0.0,0.07806253433227539,0.014991044998168945,nan,nan
0.0,3.1369907112261366,0.0,-0.10437658989891385,-0.0046019423636569235,0.0,0.0,0.0927591323852539,0.014696598052978516,nan,nan
0.0,3.135456730438251,0.0,-0.07435034846251934,-0.006135923151542565,0.0,0.0,0.11339092254638672,0.020631790161132812,nan,nan
0.0,3.135456730438251,0.0,0.0,-0.006135923151542565,0.0,0.0,0.1290149688720703,0.015624046325683594,nan,nan
0.0,3.133922749650365,0.0,-0.09816877867794588,-0.007669903939428206,0.0,0.0,0.14464092254638672,0.015625953674316406,nan,nan
0.0,3.133922749650365,0.0,0.0,-0.007669903939428206,0.0,0.0,0.16026520729064941,0.015624284744262695,nan,nan
0.0,3.132388768862479,0.0,-0.09817776657235287,-0.009203884727313847,0.0,0.0,0.1758897304534912,0.015624523162841797,nan,nan
0.0,3.132388768862479,0.0,0.0,-0.009203884727313847,0.0,0.0,0.1915144920349121,0.015624761581420898,nan,nan
0.0,3.1308547880745934,0.0,-0.09817327241943594,-0.010737865515199488,0.0,0.0,0.2071397304534912,0.0156252384185791,nan,nan
0.0,3.1308547880745934,0.0,0.0,-0.010737865515199488,0.0,0.0,0.2227647304534912,0.015625,nan,nan
0.0,3.1293208072867076,0.0,-0.09817177445989461,-0.01227184630308513,0.0,0.0,0.23839020729064941,0.015625476837158203,nan,nan
0.0,3.1293208072867076,0.0,0.0,-0.01227184630308513,0.0,0.0,0.2540154457092285,0.0156252384185791,nan,nan
0.0,3.1293208072867076,0.0,0.0,-0.01227184630308513,0.0,0.0,0.2696399688720703,0.015624523162841797,nan,nan
0.0,3.1293208072867076,0.0,0.0,-0.01227184630308513,0.0,0.0,0.2852644920349121,0.015624523162841797,nan,nan
0.0,3.1277868264988227,0.0,-0.10846043988720433,-0.01380582709097077,0.0,0.0,0.2994077205657959,0.014143228530883789,nan,nan
0.0,3.1277868264988227,0.0,0.0,-0.01380582709097077,0.0,0.0,0.31340789794921875,0.014000177383422852,nan,nan
0.0,3.1277868264988227,0.0,0.0,-0.01380582709097077,0.0,0.0,0.32914042472839355,0.015732526779174805,nan,nan
0.0,3.1277868264988227,0.0,0.0,-0.01380582709097077,0.0,0.0,0.3447692394256592,0.015628814697265625,nan,nan
0.0,3.1277868264988227,0.0,0.0,-0.01380582709097077,0.0,0.0,0.3607757091522217,0.0160064697265625,nan,nan
0.0,3.1277868264988227,0.0,0.0,-0.01380582709097077,0.0,0.0,0.3764035701751709,0.01562786102294922,nan,nan
0.0,3.1277868264988227,0.0,0.0,-0.01380582709097077,0.0,0.0,0.3920290470123291,0.015625476837158203,nan,nan
0.0,3.1293208072867076,0.0,0.0951983687881756,-0.01227184630308513,0.0,0.0,0.4081425666809082,0.0161135196685791,nan,nan
0.0,3.1293208072867076,0.0,0.0,-0.01227184630308513,0.0,0.0,0.42385363578796387,0.015711069107055664,nan,nan
0.0,3.1293208072867076,0.0,0.0,-0.01227184630308513,0.0,0.0,0.4394841194152832,0.015630483627319336,nan,nan
0.0,3.1293208072867076,0.0,0.0,-0.01227184630308513,0.0,0.0,0.4551095962524414,0.015625476837158203,nan,nan
0.0,3.1308547880745934,0.0,0.09703029384476576,-0.010737865515199488,0.0,0.0,0.4709188938140869,0.015809297561645508,nan,nan
0.0,3.1308547880745934,0.0,0.0,-0.010737865515199488,0.0,0.0,0.4868123531341553,0.01589345932006836,nan,nan
0.0,3.132388768862479,0.0,0.10775744882683347,-0.009203884727313847,0.0,0.0,0.5010478496551514,0.014235496520996094,nan,nan
0.0,3.132388768862479,0.0,0.0,-0.009203884727313847,0.0,0.0,0.5152230262756348,0.014175176620483398,nan,nan
0.0,3.133922749650365,0.0,0.09870946678560583,-0.007669903939428206,0.0,0.0,0.5307633876800537,0.015540361404418945,nan,nan
0.0,3.133922749650365,0.0,0.0,-0.007669903939428206,0.0,0.0,0.544795036315918,0.014031648635864258,nan,nan
0.0,3.135456730438251,0.0,0.08325868957843308,-0.006135923151542565,0.0,0.0,0.5632193088531494,0.018424272537231445,nan,nan
0.0,3.135456730438251,0.0,0.0,-0.006135923151542565,0.0,0.0,0.5800557136535645,0.01683640480041504,nan,nan
0.0,3.1369907112261366,0.0,0.09135285751175029,-0.0046019423636569235,0.0,0.0,0.5968475341796875,0.016791820526123047,nan,nan
0.0,3.1369907112261366,0.0,0.0,-0.0046019423636569235,0.0,0.0,0.6130931377410889,0.016245603561401367,nan,nan
0.0,3.1385246920140215,0.0,0.09181696142005377,-0.0030679615757712823,0.0,0.0,0.6298000812530518,0.01670694351196289,nan,nan
0.0,3.1385246920140215,0.0,0.0,-0.0030679615757712823,0.0,0.0,0.647512674331665,0.01771259307861328,nan,nan
